Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Points,Category
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Hung Ying,LEE,TPE,51.0,47,11+52.,,"13 37.,13 37.,13 37.,13 37.",,,43.86,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Maggie,HAMMER,USA,55.0,48,19+44.,,"8+47.,8+47.,8+47.,8+47.",,,46.73,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Sara,MORANDINI,ITA,22.0,49,18+49.,,"10+45.,10+45.,10+45.,10+45.",,,47.2,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Estelle,PARK,USA,57.0,50,19+44.,,"6+50.,6+50.,6+50.,6+50.",,,47.7,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Wai-ping,YU,HKG,19.0,51,13+51.,,"9+46.,9+46.,9+46.,9+46.",,,48.44,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Bianca,MAGALHAES DE CASTRO,BRA,9.0,52,19+44.,,"5+51.,5+51.,5+51.,5+51.",,,48.64,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Aleksandra,KALUCKA,POL,35.0,53,9 53.,,"5+51.,5+51.,5+51.,5+51.",,,52.5,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Adam,ONDRA,CZE,74.0,1,Top1.,,"Top1.,Top1.,Top1.,Top1.",39+,Top,4.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Kai,HARADA,JPN,103.0,2,Top1.,,"Top1.,Top1.,Top1.,Top1.",35+,32,4.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Alberto,GINÉS LÓPEZ,ESP,77.0,3,Top1.,,"Top1.,Top1.,Top1.,Top1.",29+,31.5+,4.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Sean,MCCOLL,CAN,71.0,4,37+7.,,"35 12.,35 12.,35 12.,35 12.",27+,30+,11.96,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Kokoro,FUJII,JPN,101.0,5,Top1.,,"Top1.,Top1.,Top1.,Top1.",28+,27+,4.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Stefano,GHISOLFI,ITA,97.0,6,Top1.,,"Top1.,Top1.,Top1.,Top1.",30+,25+,4.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jakob,SCHUBERT,AUT,65.0,7,37+7.,,"Top1.,Top1.,Top1.,Top1.",37+,12+,7.42,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Martin,STRANIK,CZE,76.0,8,37+7.,,"35 12.,35 12.,35 12.,35 12.",30+,12+,11.96,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Rei,SUGIMOTO,JPN,106.0,9,19.8 57.,,"36+11.,36+11.,36+11.,36+11.",27+,,25.26,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Dmitrii,FAKIRYANOV,RUS,114.0,10,36+16.,,"34 18.,34 18.,34 18.,34 18.",26+,,17.47,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Fedir,SAMOILOV,UKR,127.0,11,19.5 60.,,"Top1.,Top1.,Top1.,Top1.",26+,,17.68,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Romain,DESGRANGES,FRA,79.0,12,31+29.,,"Top1.,Top1.,Top1.,Top1.",23+,,12.14,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Luka,POTOCAR,SLO,123.0,13,37+7.,,"30+22.,30+22.,30+22.,30+22.",23+,,15.73,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Sean,BAILEY,USA,129.0,14,32 26.,,"38 10.,38 10.,38 10.,38 10.",23,,16.43,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Martin,BERGANT,SLO,119.0,15,37+7.,,"29 25.,29 25.,29 25.,29 25.",22+,,17.86,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Anze,PEHARC,SLO,121.0,16,37+7.,,"23+43.,23+43.,23+43.,23+43.",22+,,22.25,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Yannick,FLOHÉ,GER,86.0,17,31+29.,,"30+22.,30+22.,30+22.,30+22.",22+,,25.76,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Marcello,BOMBARDI,ITA,96.0,18,37+7.,,"34+15.,34+15.,34+15.,34+15.",22,,13.27,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Hamish,MCARTHUR,GBR,84.0,19,33+18.,,"34+15.,34+15.,34+15.,34+15.",19,,17.2,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Sebastian,HALENKE,GER,87.0,20,Top1.,,"32 21.,32 21.,32 21.,32 21.",18,,8.57,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Nao,MONCHOIS,FRA,81.0,21,37+7.,,"20 52.,20 52.,20 52.,20 52.",17,,24.03,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Taisei,HOMMA,JPN,104.0,22,33 20.,,"Top1.,Top1.,Top1.,Top1.",13+,,10.37,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,James,POPE,GBR,85.0,23,33+18.,,"35 12.,35 12.,35 12.,35 12.",13+,,15.51,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jesse,GRUPPER,USA,132.0,24,37+7.,,"34+15.,34+15.,34+15.,34+15.",13,,13.27,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jakub,KONECNY,CZE,72.0,25,31 31.,,"34 18.,34 18.,34 18.,34 18.",12+,,24.33,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,William,BOSI,GBR,82.0,26,33 20.,,"30 24.,30 24.,30 24.,30 24.",11,,22.72,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Loïc,TIMMERMANS,BEL,69.0,27,32+24.,,"29 25.,29 25.,29 25.,29 25.",,,26.66,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Max,RUDIGIER,AUT,63.0,28,36+16.,,"23+43.,23+43.,23+43.,23+43.",,,27.25,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Yuki,HADA,JPN,102.0,29,26+35.,,"33 20.,33 20.,33 20.,33 20.",,,27.39,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Hannes,PUMAN,SWE,126.0,30,32 26.,,"29 25.,29 25.,29 25.,29 25.",,,27.98,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Francesco,VETTORATA,ITA,99.0,30,32 26.,,"29 25.,29 25.,29 25.,29 25.",,,27.98,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Hanwool,KIM,KOR,108.0,32,31 31.,,"29 25.,29 25.,29 25.,29 25.",,,30.46,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Meichi,NARASAKI,JPN,105.0,33,33 20.,,"23+43.,23+43.,23+43.,23+43.",,,31.1,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jongwon,CHON,KOR,107.0,34,27+34.,,"29 25.,29 25.,29 25.,29 25.",,,31.4,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Tim,REUSER,NED,113.0,35,26+35.,,"29 25.,29 25.,29 25.,29 25.",,,32.98,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Alfons,DORNAUER,AUT,60.0,36,32+24.,,"23+43.,23+43.,23+43.,23+43.",,,33.2,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Nikolai,IARILOVETS,RUS,115.0,37,26 41.,,"29 25.,29 25.,29 25.,29 25.",,,35.31,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Nimrod,MARCUS,ISR,95.0,38,26+35.,,"26+35.,26+35.,26+35.,26+35.",,,36.49,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Mark,BRAND,NED,111.0,39,33 20.,,"16+61.,16+61.,16+61.,16+61.",,,37.09,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Matthias,SCHIESTL,AUT,64.0,40,22+51.,,"29 25.,29 25.,29 25.,29 25.",,,38.46,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Keita,DOHI,JPN,100.0,41,26+35.,,"25 41.,25 41.,25 41.,25 41.",,,39.45,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jernej,KRUDER,SLO,120.0,42,26 41.,,"25+37.,25+37.,25+37.,25+37.",,,40.69,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Aleksey,RUBTSOV,RUS,116.0,43,24+46.,,"25+37.,25+37.,25+37.,25+37.",,,42.08,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Kim,MARSCHNER,GER,89.0,44,31 31.,,"18 56.,18 56.,18 56.,18 56.",,,42.33,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Ziga,ZAJC,SLO,125.0,45,24 47.,,"25+37.,25+37.,25+37.,25+37.",,,42.54,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Harold,PEETERS,BEL,68.0,46,26+35.,,"23 48.,23 48.,23 48.,23 48.",,,42.65,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Michael,PICCOLRUAZ,ITA,98.0,47,26 41.,,"22+50.,22+50.,22+50.,22+50.",,,46.37,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jabee,KIM,KOR,109.0,48,26 41.,,"20 52.,20 52.,20 52.,20 52.",,,47.51,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Mikel Asier,LINACISORO MOLINA,ESP,78.0,49,19.8+56.,,"25 41.,25 41.,25 41.,25 41.",,,48.21,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Florian,KLINGLER,AUT,62.0,50,18+68.,,"27 34.,27 34.,27 34.,27 34.",,,48.26,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Vadim,TIMONOV,RUS,118.0,51,22 52.,,"23+43.,23+43.,23+43.,23+43.",,,48.61,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Milan,PRESKAR,SLO,124.0,52,19 67.,,"26+35.,26+35.,26+35.,26+35.",,,48.77,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Sébastien,BERTHE,BEL,66.0,53,26+35.,,"16+61.,16+61.,16+61.,16+61.",,,48.99,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Nicolas,COLLIN,BEL,67.0,54,19+66.,,"25+37.,25+37.,25+37.,25+37.",,,50.41,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Philipp,MARTIN,GER,90.0,55,21+54.,,"23 48.,23 48.,23 48.,23 48.",,,51.41,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Andrej,POLAK,SLO,122.0,56,23 48.,,"18+55.,18+55.,18+55.,18+55.",,,51.91,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Alistair,DUVAL,FRA,80.0,57,26 41.,,"16+61.,16+61.,16+61.,16+61.",,,52.46,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Cesar,GROSSO,BRA,70.0,58,19.8 57.,,"21 51.,21 51.,21 51.,21 51.",,,54.39,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Dohyun,LEE,KOR,110.0,59,22 52.,,"17+57.,17+57.,17+57.,17+57.",,,55.42,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Louis,GUNDOLF,AUT,61.0,60,23 48.,,"16+61.,16+61.,16+61.,16+61.",,,56.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Mykhayil,TKACHUK,UKR,128.0,60,23 48.,,"16+61.,16+61.,16+61.,16+61.",,,56.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Max,KLEESATTEL,GER,88.0,62,19.5 60.,,"19 54.,19 54.,19 54.,19 54.",,,58.09,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Cheung-chi Shoji,CHAN,HKG,93.0,63,21+54.,,"16+61.,16+61.,16+61.,16+61.",,,59.06,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Šimon,POTŮČEK,CZE,75.0,64,19.5 60.,,"17+57.,17+57.,17+57.,17+57.",,,60.47,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Leto,CAVÉ,NED,112.0,65,19.8 57.,,"16+61.,16+61.,16+61.,16+61.",,,60.93,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Ka-chun,YAU,HKG,94.0,66,18+68.,,"17+57.,17+57.,17+57.,17+57.",,,63.3,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Kieran,FORREST,GBR,83.0,67,14+70.,,"17+57.,17+57.,17+57.,17+57.",,,64.22,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Chi-fung,AU,HKG,92.0,68,19.5 60.,,"15+68.,15+68.,15+68.,15+68.",,,65.43,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Aleksandr,SHIKOV,RUS,117.0,68,19.5 60.,,"15+68.,15+68.,15+68.,15+68.",,,65.43,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,John,BROSLER,USA,130.0,70,19.5 60.,,"13+71.,13+71.,13+71.,13+71.",,,66.61,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Simón,PADIN,ARG,59.0,71,13+72.,,"14 70.,14 70.,14 70.,14 70.",,,70.99,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,28  - 29 September 2019,Jan,KRIZ,CZE,73.0,72,14+70.,,"8+72.,8+72.,8+72.,8+72.",,,71.25,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nika,POTAPOVA,UKR,418.0,1,,"Top1.,Top1.,Top1.,Top1.","41+1.,41+1.,41+1.,41+1.",50+,54+,1.5,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Natsumi,HIRANO,JPN,388.0,2,,"Top1.,Top1.,Top1.,Top1.","41+1.,41+1.,41+1.,41+1.",48+,54+,1.5,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luce,DOUADY,FRA,381.0,3,,"44+9.,44+9.,44+9.,44+9.","23+32.,23+32.,23+32.,23+32.",45,42+,17.71,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emily,PHILLIPS,GBR,416.0,4,,"36+17.,36+17.,36+17.,36+17.","29+15.,29+15.,29+15.,29+15.",26+,33.6+,17.73,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vanda,MICHALKOVA,SVK,410.0,5,,"47+5.,47+5.,47+5.,47+5.","36+6.,36+6.,36+6.,36+6.",38+,33.3,6.63,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Camille,POUGET,FRA,419.0,6,,"46+7.,46+7.,46+7.,46+7.","36+6.,36+6.,36+6.,36+6.",37+,31+,7.48,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jana,RAUTH,AUT,420.0,7,,"30+30.,30+30.,30+30.,30+30.","32+13.,32+13.,32+13.,32+13.",26+,26,20.4,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zoé,EGLI,SUI,383.0,8,,"35+22.,35+22.,35+22.,35+22.","29+15.,29+15.,29+15.,29+15.",39+,24,20.2,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maria,BENACH ZUBERO,ESP,365.0,9,,"39 14.,39 14.,39 14.,39 14.","25+23.,25+23.,25+23.,25+23.",26,,18.14,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eliška,BULENOVÁ,CZE,369.0,10,,"34 29.,34 29.,34 29.,34 29.","28+20.,28+20.,28+20.,28+20.",26,,24.68,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Julia,LOTZ,AUT,403.0,11,,"43+11.,43+11.,43+11.,43+11.","29+15.,29+15.,29+15.,29+15.",24+,,13.67,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Indiana,CHAPMAN,CAN,371.0,12,,"36 21.,36 21.,36 21.,36 21.","33 12.,33 12.,33 12.,33 12.",24+,,15.87,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Betka,DEBEVEC,SLO,379.0,13,,"35+22.,35+22.,35+22.,35+22.","32 14.,32 14.,32 14.,32 14.",24+,,18.33,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucie,WATILLON,BEL,435.0,14,,"44+9.,44+9.,44+9.,44+9.","37 5.,37 5.,37 5.,37 5.",24,,6.89,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Quinn,MASON,USA,407.0,15,,"40+12.,40+12.,40+12.,40+12.","36+6.,36+6.,36+6.,36+6.",24,,10.0,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Michaela,SMETANOVA,CZE,425.0,16,,"35 27.,35 27.,35 27.,35 27.","29+15.,29+15.,29+15.,29+15.",24,,21.42,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joëlle,NIEDERBERGER,SUI,413.0,17,,"36+17.,36+17.,36+17.,36+17.","24+25.,24+25.,24+25.,24+25.",22+,,22.56,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Elena,MATIAK-IABLUCHKINA,RUS,408.0,18,,"40+12.,40+12.,40+12.,40+12.","29+15.,29+15.,29+15.,29+15.",18,,14.58,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Saki,KIKUCHI,JPN,395.0,19,,"50+3.,50+3.,50+3.,50+3.","39 4.,39 4.,39 4.,39 4.",12+,,3.74,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lucija,TARKUS,SLO,427.0,20,,"50+3.,50+3.,50+3.,50+3.","39+3.,39+3.,39+3.,39+3.",12,,3.24,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maja,MAJCEN,SLO,405.0,21,,"36+17.,36+17.,36+17.,36+17.","36+6.,36+6.,36+6.,36+6.",12,,12.17,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gayeon,CHO,KOR,373.0,22,,"45+8.,45+8.,45+8.,45+8.","35+11.,35+11.,35+11.,35+11.",11+,,9.38,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hana,KUDO,JPN,398.0,23,,"47+5.,47+5.,47+5.,47+5.","28+20.,28+20.,28+20.,28+20.",11+,,10.75,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Elisabeth,LARDSCHNEIDER,ITA,400.0,24,,"37 16.,37 16.,37 16.,37 16.","36+6.,36+6.,36+6.,36+6.",11+,,11.31,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jessica,FECANIN,SVK,385.0,25,,"38+15.,38+15.,38+15.,38+15.","25+23.,25+23.,25+23.,25+23.",11+,,18.77,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emma Grace,LEHMANN,USA,401.0,26,,"36+17.,36+17.,36+17.,36+17.","28+20.,28+20.,28+20.,28+20.",11+,,19.71,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daria,FURMANOVA,RUS,386.0,27,,"35+22.,35+22.,35+22.,35+22.","24+25.,24+25.,24+25.,24+25.",,,25.69,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lisa,CHERBLANC,FRA,372.0,28,,"35+22.,35+22.,35+22.,35+22.","22+35.,22+35.,22+35.,22+35.",,,28.98,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Liv,EGLI,SUI,384.0,29,,"35+22.,35+22.,35+22.,35+22.","21+36.,21+36.,21+36.,21+36.",,,29.39,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emily,HERDIC,USA,387.0,30,,"34+28.,34+28.,34+28.,34+28.","24 31.,24 31.,24 31.,24 31.",,,29.46,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Pia,ČULJAK,CRO,374.0,31,,"30+30.,30+30.,30+30.,30+30.","24+25.,24+25.,24+25.,24+25.",,,29.66,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ignacia,MELLADO QUINTEROS,CHI,409.0,31,,"30+30.,30+30.,30+30.,30+30.","24+25.,24+25.,24+25.,24+25.",,,29.66,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vana,PICCINI,CRO,417.0,31,,"30+30.,30+30.,30+30.,30+30.","24+25.,24+25.,24+25.,24+25.",,,29.66,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Morgane,DAELE,BEL,376.0,34,,"30 35.,30 35.,30 35.,30 35.","23+32.,23+32.,23+32.,23+32.",,,34.23,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sujeong,OH,KOR,414.0,35,,"24 56.,24 56.,24 56.,24 56.","24+25.,24+25.,24+25.,24+25.",,,39.42,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,leah,JEFFRIES,AUS,391.0,36,,"29+37.,29+37.,29+37.,29+37.","20+37.,20+37.,20+37.,20+37.",,,40.21,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Federica,MABBONI,ITA,404.0,36,,"29+37.,29+37.,29+37.,29+37.","20+37.,20+37.,20+37.,20+37.",,,40.21,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Seoyeon,PARK,KOR,415.0,36,,"29+37.,29+37.,29+37.,29+37.","20+37.,20+37.,20+37.,20+37.",,,40.21,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aida,TORRES ILLAMOLA,ESP,431.0,36,,"29+37.,29+37.,29+37.,29+37.","20+37.,20+37.,20+37.,20+37.",,,40.21,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alexis,BINDER,CAN,367.0,40,,"28+49.,28+49.,28+49.,28+49.","23+32.,23+32.,23+32.,23+32.",,,41.22,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Adelaide,D'ADDARIO,ITA,375.0,41,,"29+37.,29+37.,29+37.,29+37.","20 41.,20 41.,20 41.,20 41.",,,41.75,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emma Stöver,WOLLEBAEK,NOR,436.0,42,,"30 35.,30 35.,30 35.,30 35.","13+50.,13+50.,13+50.,13+50.",,,43.17,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Robin,CASEY,IRL,370.0,43,,"30+30.,30+30.,30+30.,30+30.","12+58.,12+58.,12+58.,12+58.",,,43.45,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jordyn,DAMASCO,AUS,377.0,44,,"29+37.,29+37.,29+37.,29+37.","16 46.,16 46.,16 46.,16 46.",,,43.95,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Paige,BOKLASCHUK,CAN,368.0,45,,"29+37.,29+37.,29+37.,29+37.","15+47.,15+47.,15+47.,15+47.",,,44.43,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ella,EASTON,AUS,382.0,46,,"29 48.,29 48.,29 48.,29 48.","20 41.,20 41.,20 41.,20 41.",,,44.63,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daria,NESTERENKO,UKR,412.0,47,,"29+37.,29+37.,29+37.,29+37.","14 48.,14 48.,14 48.,14 48.",,,45.13,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ingrid,KINDLIHAGEN,NOR,396.0,48,,"29+37.,29+37.,29+37.,29+37.","13+50.,13+50.,13+50.,13+50.",,,46.96,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Erin,STERKENBURG,RSA,426.0,48,,"29+37.,29+37.,29+37.,29+37.","13+50.,13+50.,13+50.,13+50.",,,46.96,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Elizaveta,TROKINA,RUS,432.0,48,,"29+37.,29+37.,29+37.,29+37.","13+50.,13+50.,13+50.,13+50.",,,46.96,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gaia Rebecca,TOFT LAURITZEN,DEN,430.0,51,,"28+49.,28+49.,28+49.,28+49.","18+43.,18+43.,18+43.,18+43.",,,47.06,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tereza,ŠIRŮČKOVÁ,CZE,424.0,52,,"28+49.,28+49.,28+49.,28+49.","16+45.,16+45.,16+45.,16+45.",,,48.14,lead
